									DNK       	NOR       	SWE       	FIN       	BALT      	EUR       
RP2       	.         	h45        	2.93948   	12.52332  	10.99160  	7.91048   	2.35459   	45.23387  
RP2       	.         	h46        	2.67363   	12.04685  	10.26133  	7.53038   	2.11609   	41.60992  
RP2       	.         	h47        	2.44912   	11.53413  	9.62630   	7.16552   	1.96246   	38.27529  
RP2       	.         	h48        	2.31394   	11.18210  	9.32882   	6.93912   	1.88623   	36.11138  
RP2       	.         	h49        	2.15799   	10.97368  	9.19498   	6.36803   	1.77506   	31.05854  
RP2       	.         	h50        	2.14669   	10.91970  	9.14871   	6.32466   	1.76644   	31.01351  
RP2       	.         	h51        	2.16870   	10.92715  	9.14383   	6.44812   	1.81924   	31.84754  
RP2       	.         	h52        	2.27785   	11.10775  	9.43465   	6.91821   	2.10434   	33.79953  
RP2       	.         	h53        	2.62358   	11.80071  	10.41821  	7.33136   	2.46508   	38.57567  
RP2       	.         	h54        	3.07377   	12.74393  	11.65493  	7.56897   	2.77341   	43.48304  
RP2       	.         	h55        	3.39384   	13.28118  	12.30726  	7.71690   	2.96513   	46.95235  
RP2       	.         	h56        	3.53023   	13.43471  	12.52954  	7.75651   	3.02904   	48.84867  
RP2       	.         	h57        	3.59187   	13.43407  	12.60619  	7.76002   	3.03793   	50.43589  
RP2       	.         	h58        	3.59175   	13.30486  	12.53243  	7.73202   	3.01259   	51.86672  
RP2       	.         	h59        	3.51893   	13.13540  	12.35578  	7.64687   	3.01794   	51.72160  
RP2       	.         	h60        	3.47771   	12.98914  	12.16527  	7.56245   	2.98115   	50.68049  
RP2       	.         	h61        	3.39879   	12.87509  	11.96468  	7.50820   	2.92454   	49.30134  
RP2       	.         	h62        	3.28306   	12.76946  	11.83183  	7.46273   	2.85347   	48.18518  
RP2       	.         	h63        	3.25023   	12.71159  	11.76427  	7.46292   	2.78304   	47.11245  
RP2       	.         	h64        	3.41382   	12.67183  	11.88350  	7.47115   	2.75100   	46.77169  
RP2       	.         	h65        	3.44357   	12.67164  	11.91820  	7.59175   	2.74876   	46.89371  
RP2       	.         	h66        	3.32553   	12.75106  	11.95678  	7.66190   	2.78429   	47.01938  
RP2       	.         	h67        	3.18637   	12.79433  	11.85208  	7.45045   	2.75249   	45.91968  
RP2       	.         	h68        	3.03346   	12.69597  	11.48321  	7.46997   	2.57070   	43.73455  
RP2       	.         	h69        	2.84050   	12.43954  	10.91651  	7.42813   	2.27039   	41.27069  
RP2       	.         	h70        	2.57603   	11.96758  	10.18887  	7.04763   	2.03199   	37.64306  
RP2       	.         	h71        	2.35185   	11.45652  	9.55452   	6.68331   	1.87849   	34.31608  
RP2       	.         	h72        	2.21681   	11.10453  	9.25676   	6.45721   	1.80233   	32.15967  
RP2       	.         	h73        	2.67732   	12.07488  	10.82003  	7.25363   	2.17152   	43.01156  
RP2       	.         	h74        	2.66594   	12.02011  	10.77210  	7.20932   	2.16226   	42.96565  
RP2       	.         	h75        	2.68723   	12.02493  	10.76377  	7.33279   	2.21455   	43.79546  
RP2       	.         	h76        	2.79598   	12.20395  	11.05362  	7.80374   	2.49985   	45.74716  
RP2       	.         	h77        	3.14201   	12.89477  	12.03747  	8.21703   	2.86046   	50.54793  
RP2       	.         	h78        	3.59204   	13.83450  	13.27266  	8.45557   	3.16876   	55.46504  
RP2       	.         	h79        	3.91136   	14.36969  	13.92484  	8.60430   	3.36020   	58.93198  
RP2       	.         	h80        	4.04773   	14.52507  	14.15022  	8.64504   	3.42418   	60.82391  
RP2       	.         	h81        	4.11037   	14.52780  	14.23052  	8.64977   	3.43328   	62.41639  
RP2       	.         	h82        	4.11052   	14.40126  	14.15921  	8.62279   	3.40820   	63.84914  
RP2       	.         	h83        	4.03790   	14.23455  	13.98483  	8.53833   	3.41402   	63.69713  
RP2       	.         	h84        	3.99715   	14.09028  	13.79635  	8.45448   	3.37709   	62.65545  
RP2       	.         	h85        	3.91823   	13.97743  	13.59666  	8.40068   	3.32048   	61.27783  
RP2       	.         	h86        	3.80255   	13.87228  	13.46427  	8.35518   	3.24933   	60.16536  
RP2       	.         	h87        	3.76976   	13.81434  	13.39595  	8.35505   	3.17883   	59.09199  
RP2       	.         	h88        	3.93330   	13.77412  	13.51429  	8.36199   	3.14648   	58.75215  
RP2       	.         	h89        	3.96122   	13.77245  	13.54438  	8.48061   	3.14320   	58.86349  
RP2       	.         	h90        	3.84156   	13.84902  	13.57767  	8.54795   	3.17683   	58.96658  
RP2       	.         	h91        	3.70151   	13.88899  	13.46902  	8.33494   	3.14436   	57.83922  
RP2       	.         	h92        	3.54879   	13.78952  	13.10051  	8.35614   	2.96496   	55.65627  
RP2       	.         	h93        	3.35790   	13.53541  	12.53946  	8.31402   	2.66656   	53.20826  
RP2       	.         	h94        	3.09482   	13.06796  	11.81446  	7.93312   	2.42828   	49.57697  
RP2       	.         	h95        	2.87096   	12.55856  	11.18078  	7.56933   	2.27489   	46.25763  
RP2       	.         	h96        	2.73607   	12.20662  	10.88273  	7.34354   	2.19881   	44.10872  
